id,friendly_name,url,type,sub_type,keyword_type,keyword_case_type,keyword_value,http_username,http_password,port,interval,timeout,status,create_datetime,logs,all_time_uptime_ratio,lastLogTypeBeforeStartDate
793100447,POD_1001095_BLR-V116,https://appapi.qikpod.com:8989/status/1001095,2,,2,1,Device Up,,,,300,30,2,1669138527,"[{'id': 2816219464, 'type': 2, 'datetime': 1669119299, 'duration': 63903, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816212363, 'type': 98, 'datetime': 1669118727, 'duration': 572, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100492,POD_1001098_BLR-J161,https://appapi.qikpod.com:8989/status/1001098,2,,2,1,Device Up,,,,300,30,2,1669138846,"[{'id': 2816216749, 'type': 2, 'datetime': 1669119085, 'duration': 64117, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816216524, 'type': 98, 'datetime': 1669119046, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100509,POD_1001102_BLR-K848,https://appapi.qikpod.com:8989/status/1001102,2,,2,1,Device Up,,,,300,30,2,1669138968,"[{'id': 2816218287, 'type': 2, 'datetime': 1669119207, 'duration': 63995, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816218059, 'type': 98, 'datetime': 1669119168, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100494,POD_1001146_BLR-T644,https://appapi.qikpod.com:8989/status/1001146,2,,2,1,Device Up,,,,300,30,2,1669138861,"[{'id': 2816216939, 'type': 2, 'datetime': 1669119099, 'duration': 64103, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816216709, 'type': 98, 'datetime': 1669119061, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100506,POD_1001160_BLR-U933,https://appapi.qikpod.com:8989/status/1001160,2,,2,1,Device Up,,,,300,30,2,1669138953,"[{'id': 2816218090, 'type': 2, 'datetime': 1669119191, 'duration': 64011, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816217909, 'type': 98, 'datetime': 1669119153, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100520,POD_1001173_BLR-R411,https://appapi.qikpod.com:8989/status/1001173,2,,2,1,Device Up,,,,300,30,2,1669139029,"[{'id': 2816219023, 'type': 2, 'datetime': 1669119267, 'duration': 63935, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816218805, 'type': 98, 'datetime': 1669119228, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100489,POD_1001263_BLR-W242,https://appapi.qikpod.com:8989/status/1001263,2,,2,1,Device Up,,,,300,30,2,1669138816,"[{'id': 2816216343, 'type': 2, 'datetime': 1669119055, 'duration': 64147, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816216120, 'type': 98, 'datetime': 1669119016, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100532,POD_1001296_BLR-Y566,https://appapi.qikpod.com:8989/status/1001296,2,,2,1,Device Up,,,,300,30,2,1669139096,"[{'id': 2816219981, 'type': 2, 'datetime': 1669119335, 'duration': 63867, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816219712, 'type': 98, 'datetime': 1669119296, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100475,POD_1001418_BLR-G335,https://appapi.qikpod.com:8989/status/1001418,2,,2,1,Device Up,,,,300,30,2,1669138725,"[{'id': 2816215108, 'type': 2, 'datetime': 1669118963, 'duration': 64239, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816214889, 'type': 98, 'datetime': 1669118924, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100496,POD_1001428_LAB-1428,https://appapi.qikpod.com:8989/status/1001428,2,,2,1,Device Up,,,,300,30,2,1669138877,"[{'id': 2816217172, 'type': 2, 'datetime': 1669119115, 'duration': 64087, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816216911, 'type': 98, 'datetime': 1669119076, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100526,POD_1001460_BLR-E979,https://appapi.qikpod.com:8989/status/1001460,2,,2,1,Device Up,,,,300,30,2,1669139059,"[{'id': 2816219431, 'type': 2, 'datetime': 1669119297, 'duration': 63905, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816219208, 'type': 98, 'datetime': 1669119259, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100530,POD_1001484_LAB-1484,https://appapi.qikpod.com:8989/status/1001484,2,,2,1,Device Up,,,,300,30,2,1669139074,"[{'id': 2816219659, 'type': 2, 'datetime': 1669119313, 'duration': 63889, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816219397, 'type': 98, 'datetime': 1669119274, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100460,POD_1001500_BLR-C474,https://appapi.qikpod.com:8989/status/1001500,2,,2,1,Device Up,,,,300,30,2,1669138602,"[{'id': 2816221172, 'type': 2, 'datetime': 1669119422, 'duration': 63780, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816213371, 'type': 98, 'datetime': 1669118802, 'duration': 620, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100470,POD_1001517_BLR-Y434,https://appapi.qikpod.com:8989/status/1001517,2,,2,1,Device Up,,,,300,30,2,1669138678,"[{'id': 2816214536, 'type': 2, 'datetime': 1669118917, 'duration': 64285, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816214277, 'type': 98, 'datetime': 1669118878, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100454,POD_1001518_BLR-N171,https://appapi.qikpod.com:8989/status/1001518,2,,2,1,Device Up,,,,300,30,2,1669138557,"[{'id': 2816217970, 'type': 2, 'datetime': 1669119179, 'duration': 64023, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816212755, 'type': 98, 'datetime': 1669118757, 'duration': 422, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100512,POD_1001543_BLR-R776,https://appapi.qikpod.com:8989/status/1001543,2,,2,1,Device Up,,,,300,30,2,1669138983,"[{'id': 2816218440, 'type': 2, 'datetime': 1669119221, 'duration': 63981, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816218246, 'type': 98, 'datetime': 1669119183, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100500,POD_1001550_BLR-Q599,https://appapi.qikpod.com:8989/status/1001550,2,,2,1,Device Up,,,,300,30,2,1669138892,"[{'id': 2816217359, 'type': 2, 'datetime': 1669119129, 'duration': 64073, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816217140, 'type': 98, 'datetime': 1669119091, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100502,POD_1001561_BLR-N114,https://appapi.qikpod.com:8989/status/1001561,2,,2,1,Device Up,,,,300,30,2,1669138922,"[{'id': 2816217779, 'type': 2, 'datetime': 1669119161, 'duration': 64041, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816217541, 'type': 98, 'datetime': 1669119122, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100443,POD_1001569_BlR-Q144,https://appapi.qikpod.com:8989/status/1001569,2,,2,1,Device Up,,,,300,30,2,1669138496,"[{'id': 2816224325, 'type': 2, 'datetime': 1669119643, 'duration': 63559, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816211949, 'type': 98, 'datetime': 1669118696, 'duration': 947, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100518,POD_1001575_KOL-M882,https://appapi.qikpod.com:8989/status/1001575,2,,2,1,Device Up,,,,300,30,2,1669139013,"[{'id': 2816218829, 'type': 2, 'datetime': 1669119251, 'duration': 63951, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816218612, 'type': 98, 'datetime': 1669119213, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100444,POD_1001577_Godrej,https://appapi.qikpod.com:8989/status/1001577,2,,2,1,Device Up,,,,300,30,2,1669138512,"[{'id': 2816216195, 'type': 2, 'datetime': 1669119043, 'duration': 64159, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816212157, 'type': 98, 'datetime': 1669118711, 'duration': 332, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100462,POD_1001586_BOM-H833,https://appapi.qikpod.com:8989/status/1001586,2,,2,1,Device Up,,,,300,30,2,1669138618,"[{'id': 2816218235, 'type': 2, 'datetime': 1669119203, 'duration': 63999, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816213545, 'type': 98, 'datetime': 1669118817, 'duration': 386, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100458,POD_1001587_BLR-L246,https://appapi.qikpod.com:8989/status/1001587,2,,2,1,Device Up,,,,300,30,2,1669138587,"[{'id': 2816217077, 'type': 2, 'datetime': 1669119108, 'duration': 64094, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816213165, 'type': 98, 'datetime': 1669118787, 'duration': 321, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100451,POD_1001588_BLR-N411,https://appapi.qikpod.com:8989/status/1001588,2,,2,1,Device Up,,,,300,30,2,1669138542,"[{'id': 2816214267, 'type': 2, 'datetime': 1669118898, 'duration': 64304, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816212572, 'type': 98, 'datetime': 1669118742, 'duration': 156, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100524,POD_1001623_BLR-T660 ,https://appapi.qikpod.com:8989/status/1001623,2,,2,1,Device Up,,,,300,30,2,1669139044,"[{'id': 2816219221, 'type': 2, 'datetime': 1669119281, 'duration': 63921, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816218996, 'type': 98, 'datetime': 1669119244, 'duration': 37, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100515,POD_1001645_HYD-E766,https://appapi.qikpod.com:8989/status/1001645,2,,2,1,Device Up,,,,300,30,2,1669138998,"[{'id': 2816218642, 'type': 2, 'datetime': 1669119237, 'duration': 63965, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816218420, 'type': 98, 'datetime': 1669119198, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100478,POD_1001646_HYD-U877,https://appapi.qikpod.com:8989/status/1001646,2,,2,1,Device Up,,,,300,30,2,1669138741,"[{'id': 2816215320, 'type': 2, 'datetime': 1669118979, 'duration': 64223, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816215078, 'type': 98, 'datetime': 1669118940, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100473,POD_1001683_BLR-I020,https://appapi.qikpod.com:8989/status/1001683,2,,2,1,Device Up,,,,300,30,2,1669138709,"[{'id': 2816214910, 'type': 2, 'datetime': 1669118947, 'duration': 64255, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816214693, 'type': 98, 'datetime': 1669118909, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100565,POD_1001684_BLR-U040,https://appapi.qikpod.com:8989/status/1001684,2,,2,1,Device Up,,,,300,30,2,1669139233,"[{'id': 2816222143, 'type': 2, 'datetime': 1669119471, 'duration': 63731, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816221904, 'type': 98, 'datetime': 1669119432, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100568,POD_1001688_BLR-O321,https://appapi.qikpod.com:8989/status/1001688,2,,2,1,Device Up,,,,300,30,2,1669139247,"[{'id': 2816222332, 'type': 2, 'datetime': 1669119485, 'duration': 63717, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816222103, 'type': 98, 'datetime': 1669119447, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100464,POD_1001701_BLR-F111,https://appapi.qikpod.com:8989/status/1001701,2,,2,1,Device Up,,,,300,30,2,1669138633,"[{'id': 2816220173, 'type': 2, 'datetime': 1669119348, 'duration': 63854, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816213734, 'type': 98, 'datetime': 1669118833, 'duration': 515, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100485,POD_1001703_BLR-T040,https://appapi.qikpod.com:8989/status/1001703,2,,2,1,Device Up,,,,300,30,2,1669138786,"[{'id': 2816215927, 'type': 2, 'datetime': 1669119023, 'duration': 64179, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816215709, 'type': 98, 'datetime': 1669118986, 'duration': 37, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100501,POD_1001705_BLR-V100,https://appapi.qikpod.com:8989/status/1001705,2,,2,1,Device Up,,,,300,30,2,1669138907,"[{'id': 2816217577, 'type': 2, 'datetime': 1669119145, 'duration': 64057, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816217336, 'type': 98, 'datetime': 1669119107, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100486,POD_1001707_BLR-R100,https://appapi.qikpod.com:8989/status/1001707,2,,2,1,Device Up,,,,300,30,2,1669138801,"[{'id': 2816216141, 'type': 2, 'datetime': 1669119039, 'duration': 64163, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816215908, 'type': 98, 'datetime': 1669119001, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100545,POD_1001710_BLR-B616,https://appapi.qikpod.com:8989/status/1001710,2,,2,1,Device Up,,,,300,30,2,1669139157,"[{'id': 2816220753, 'type': 2, 'datetime': 1669119395, 'duration': 63807, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816220564, 'type': 98, 'datetime': 1669119357, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100480,POD_1001747_BLR-B121,https://appapi.qikpod.com:8989/status/1001747,2,,2,1,Device Up,,,,300,30,2,1669138771,"[{'id': 2816215748, 'type': 2, 'datetime': 1669119009, 'duration': 64193, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816215485, 'type': 98, 'datetime': 1669118970, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100560,POD_1001750_BLR-H321,https://appapi.qikpod.com:8989/status/1001750,2,,2,1,Device Up,,,,300,30,2,1669139218,"[{'id': 2816221935, 'type': 2, 'datetime': 1669119455, 'duration': 63747, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816221416, 'type': 98, 'datetime': 1669119417, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100455,POD_1001880_BLR-Y188,https://appapi.qikpod.com:8989/status/1001880,2,,2,1,Device Up,,,,300,30,2,1669138572,"[{'id': 2816216284, 'type': 2, 'datetime': 1669119051, 'duration': 64151, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816212954, 'type': 98, 'datetime': 1669118772, 'duration': 279, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100491,POD_1001902_ BLR-D333,https://appapi.qikpod.com:8989/status/1001902,2,,2,1,Device Up,,,,300,30,2,1669138831,"[{'id': 2816216542, 'type': 2, 'datetime': 1669119069, 'duration': 64133, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816216296, 'type': 98, 'datetime': 1669119031, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100548,POD_1001903_ BLR-F177,https://appapi.qikpod.com:8989/status/1001903,2,,2,1,Device Up,,,,300,30,2,1669139172,"[{'id': 2816221000, 'type': 2, 'datetime': 1669119411, 'duration': 63791, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816220735, 'type': 98, 'datetime': 1669119372, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100552,POD_1001907_BLR-T779,https://appapi.qikpod.com:8989/status/1001907,2,,2,1,Device Up,,,,300,30,2,1669139187,"[{'id': 2816221220, 'type': 2, 'datetime': 1669119425, 'duration': 63777, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816220951, 'type': 98, 'datetime': 1669119387, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100537,POD_1001908_BLR-M369,https://appapi.qikpod.com:8989/status/1001908,2,,2,1,Device Up,,,,300,30,2,1669139127,"[{'id': 2816220393, 'type': 2, 'datetime': 1669119365, 'duration': 63837, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816220162, 'type': 98, 'datetime': 1669119326, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100479,POD_1001911_BLR-R011,https://appapi.qikpod.com:8989/status/1001911,2,,2,1,Device Up,,,,300,30,2,1669138756,"[{'id': 2816215507, 'type': 2, 'datetime': 1669118993, 'duration': 64209, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816215293, 'type': 98, 'datetime': 1669118955, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100466,POD_1001912_BLR-V200,https://appapi.qikpod.com:8989/status/1001912,2,,2,1,Device Up,,,,300,30,2,1669138648,"[{'id': 2816214121, 'type': 2, 'datetime': 1669118887, 'duration': 64315, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816213905, 'type': 98, 'datetime': 1669118848, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100535,POD_1001922_BLR-B772,https://appapi.qikpod.com:8989/status/1001922,2,,2,1,Device Up,,,,300,30,2,1669139111,"[{'id': 2816220185, 'type': 2, 'datetime': 1669119349, 'duration': 63853, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816219946, 'type': 98, 'datetime': 1669119311, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100557,POD_1001925_ BLR-P933,https://appapi.qikpod.com:8989/status/1001925,2,,2,1,Device Up,,,,300,30,2,1669139203,"[{'id': 2816221612, 'type': 2, 'datetime': 1669119441, 'duration': 63761, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816221188, 'type': 98, 'datetime': 1669119402, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100471,POD_1001926_BLR-W555,https://appapi.qikpod.com:8989/status/1001926,2,,2,1,Device Up,,,,300,30,2,1669138694,"[{'id': 2816214714, 'type': 2, 'datetime': 1669118931, 'duration': 64271, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816214497, 'type': 98, 'datetime': 1669118893, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100468,POD_1001943_BLR-B606,https://appapi.qikpod.com:8989/status/1001943,2,,2,1,Device Up,,,,300,30,2,1669138663,"[{'id': 2816214304, 'type': 2, 'datetime': 1669118901, 'duration': 64301, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816214085, 'type': 98, 'datetime': 1669118863, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100540,POD_1001944_BLR-N123,https://appapi.qikpod.com:8989/status/1001944,2,,2,1,Device Up,,,,300,30,2,1669139142,"[{'id': 2816220599, 'type': 2, 'datetime': 1669119381, 'duration': 63821, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816220373, 'type': 98, 'datetime': 1669119342, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100504,POD_1002044_BLR-C101,https://appapi.qikpod.com:8989/status/1002044,2,,2,1,Device Up,,,,300,30,2,1669138937,"[{'id': 2816217917, 'type': 2, 'datetime': 1669119175, 'duration': 64027, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816217745, 'type': 98, 'datetime': 1669119137, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
id,friendly_name,url,type,sub_type,keyword_type,keyword_case_type,keyword_value,http_username,http_password,port,interval,timeout,status,create_datetime,logs,all_time_uptime_ratio,lastLogTypeBeforeStartDate
793100580,POD_1001104_BLR-K055,https://appapi.qikpod.com:8989/status/1001104,2,,2,1,Device Up,,,,300,30,2,1669139300,"[{'id': 2816222987, 'type': 2, 'datetime': 1669119537, 'duration': 63687, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816222793, 'type': 98, 'datetime': 1669119499, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100594,POD_1001141_BLR-Y676,https://appapi.qikpod.com:8989/status/1001141,2,,2,1,Device Up,,,,300,30,2,1669139360,"[{'id': 2816223789, 'type': 2, 'datetime': 1669119599, 'duration': 63625, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816223556, 'type': 98, 'datetime': 1669119560, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100644,POD_1001149_BLR-Z252,https://appapi.qikpod.com:8989/status/1001149,2,,2,1,Device Up,,,,300,30,2,1669139572,"[{'id': 2816226301, 'type': 2, 'datetime': 1669119809, 'duration': 63415, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816226104, 'type': 98, 'datetime': 1669119771, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100714,POD_1001159_BLR-C881,https://appapi.qikpod.com:8989/status/1001159,2,,2,1,Device Up,,,,300,30,2,1669139909,"[{'id': 2816230449, 'type': 2, 'datetime': 1669120147, 'duration': 63077, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816230214, 'type': 98, 'datetime': 1669120108, 'duration': 39, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100693,POD_1001415_BLR-Q757,https://appapi.qikpod.com:8989/status/1001415,2,,2,1,Device Up,,,,300,30,2,1669139832,"[{'id': 2816229504, 'type': 2, 'datetime': 1669120069, 'duration': 63155, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816229288, 'type': 98, 'datetime': 1669120032, 'duration': 37, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100658,POD_1001481_BLR-Z888,https://appapi.qikpod.com:8989/status/1001481,2,,2,1,Device Up,,,,300,30,2,1669139647,"[{'id': 2816227222, 'type': 2, 'datetime': 1669119885, 'duration': 63339, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816227021, 'type': 98, 'datetime': 1669119847, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100638,POD_1001511_BLR-S999,https://appapi.qikpod.com:8989/status/1001511,2,,2,1,Device Up,,,,300,30,2,1669139541,"[{'id': 2816225949, 'type': 2, 'datetime': 1669119779, 'duration': 63445, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816225733, 'type': 98, 'datetime': 1669119741, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100606,POD_1001515_BLR-E100,https://appapi.qikpod.com:8989/status/1001515,2,,2,1,Device Up,,,,300,30,2,1669139406,"[{'id': 2816224318, 'type': 2, 'datetime': 1669119643, 'duration': 63581, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816224123, 'type': 98, 'datetime': 1669119605, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100671,POD_1001516_LAB-1516,https://appapi.qikpod.com:8989/status/1001516,2,,2,1,Device Up,,,,300,30,2,1669139723,"[{'id': 2816228147, 'type': 2, 'datetime': 1669119961, 'duration': 63263, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816227925, 'type': 98, 'datetime': 1669119923, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
793100616,POD_1001520_BLR-X113,https://appapi.qikpod.com:8989/status/1001520,2,,2,1,Device Up,,,,300,30,2,1669139451,"[{'id': 2817003301, 'type': 2, 'datetime': 1669179325, 'duration': 3899, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816524778, 'type': 1, 'datetime': 1669141225, 'duration': 38100, 'reason': {'code': '888888', 'detail': 'Keyword Not Found'}}, {'id': 2816224864, 'type': 2, 'datetime': 1669119689, 'duration': 21536, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816224660, 'type': 98, 'datetime': 1669119651, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",40.033,{}
793100710,POD_1001529_BLR-Q332,https://appapi.qikpod.com:8989/status/1001529,2,,2,1,Device Up,,,,300,30,2,1669139894,"[{'id': 2816230243, 'type': 2, 'datetime': 1669120131, 'duration': 63093, 'reason': {'code': '999999', 'detail': 'Keyword Found'}}, {'id': 2816230063, 'type': 98, 'datetime': 1669120093, 'duration': 38, 'reason': {'code': 98, 'detail': 'Monitor started'}}]",100.000,{}
